id,infinitive,definition,mood,subject,tense,answer
36422,reír,to laugh,Subjunctive,ellas,Imperfect,rieran
36423,reír,to laugh,Subjunctive,Uds.,Imperfect,rieran
36424,reír,to laugh,Subjunctive,ellos,Imperfect 2,riesen
36425,reír,to laugh,Subjunctive,ellas,Imperfect 2,riesen
36426,reír,to laugh,Subjunctive,Uds.,Imperfect 2,riesen
36427,reír,to laugh,Subjunctive,ellos,Future,rieren
36428,reír,to laugh,Subjunctive,ellas,Future,rieren
36429,reír,to laugh,Subjunctive,Uds.,Future,rieren
36430,reír,to laugh,Imperative,tú,Affirmative,ríe
36431,reír,to laugh,Imperative,tú,Negative,no rías
36432,reír,to laugh,Imperative,Ud.,Affirmative,ría
36433,reír,to laugh,Imperative,Ud.,Negative,no ría
36434,reír,to laugh,Imperative,nosotros,Affirmative,riamos
36435,reír,to laugh,Imperative,nosotros,Negative,no riamos
36436,reír,to laugh,Imperative,vosotros,Affirmative,reíd
36437,reír,to laugh,Imperative,vosotros,Negative,no riais
36438,reír,to laugh,Imperative,Uds.,Affirmative,rían
36439,reír,to laugh,Imperative,Uds.,Negative,no rían
36440,reír,to laugh,Continuous (Progressive),yo,Present,estoy riendo
36441,reír,to laugh,Continuous (Progressive),yo,Preterite,estuve riendo
36442,reír,to laugh,Continuous (Progressive),yo,Imperfect,estaba riendo
36443,reír,to laugh,Continuous (Progressive),yo,Conditional,estaría riendo
36444,reír,to laugh,Continuous (Progressive),yo,Future,estaré riendo
36445,reír,to laugh,Continuous (Progressive),tú,Present,estás riendo
36446,reír,to laugh,Continuous (Progressive),tú,Preterite,estuviste riendo
36447,reír,to laugh,Continuous (Progressive),tú,Imperfect,estabas riendo
36448,reír,to laugh,Continuous (Progressive),tú,Conditional,estarías riendo
36449,reír,to laugh,Continuous (Progressive),tú,Future,estarás riendo
36450,reír,to laugh,Continuous (Progressive),él,Present,está riendo
36451,reír,to laugh,Continuous (Progressive),ella,Present,está riendo
36452,reír,to laugh,Continuous (Progressive),Ud.,Present,está riendo
36453,reír,to laugh,Continuous (Progressive),él,Preterite,estuvo riendo
36454,reír,to laugh,Continuous (Progressive),ella,Preterite,estuvo riendo
36455,reír,to laugh,Continuous (Progressive),Ud.,Preterite,estuvo riendo
36456,reír,to laugh,Continuous (Progressive),él,Imperfect,estaba riendo
36457,reír,to laugh,Continuous (Progressive),ella,Imperfect,estaba riendo
36458,reír,to laugh,Continuous (Progressive),Ud.,Imperfect,estaba riendo
36459,reír,to laugh,Continuous (Progressive),él,Conditional,estaría riendo
36460,reír,to laugh,Continuous (Progressive),ella,Conditional,estaría riendo
36461,reír,to laugh,Continuous (Progressive),Ud.,Conditional,estaría riendo
36462,reír,to laugh,Continuous (Progressive),él,Future,estará riendo
36463,reír,to laugh,Continuous (Progressive),ella,Future,estará riendo
36464,reír,to laugh,Continuous (Progressive),Ud.,Future,estará riendo
36465,reír,to laugh,Continuous (Progressive),nosotros,Present,estamos riendo
36466,reír,to laugh,Continuous (Progressive),nosotros,Preterite,estuvimos riendo
36467,reír,to laugh,Continuous (Progressive),nosotros,Imperfect,estábamos riendo
36468,reír,to laugh,Continuous (Progressive),nosotros,Conditional,estaríamos riendo
36469,reír,to laugh,Continuous (Progressive),nosotros,Future,estaremos riendo
36470,reír,to laugh,Continuous (Progressive),vosotros,Present,estáis riendo
36471,reír,to laugh,Continuous (Progressive),vosotros,Preterite,estuvisteis riendo
36472,reír,to laugh,Continuous (Progressive),vosotros,Imperfect,estabais riendo
36473,reír,to laugh,Continuous (Progressive),vosotros,Conditional,estaríais riendo
36474,reír,to laugh,Continuous (Progressive),vosotros,Future,estaréis riendo
36475,reír,to laugh,Continuous (Progressive),ellos,Present,están riendo
36476,reír,to laugh,Continuous (Progressive),ellas,Present,están riendo
36477,reír,to laugh,Continuous (Progressive),Uds.,Present,están riendo
36478,reír,to laugh,Continuous (Progressive),ellos,Preterite,estuvieron riendo
36479,reír,to laugh,Continuous (Progressive),ellas,Preterite,estuvieron riendo
36480,reír,to laugh,Continuous (Progressive),Uds.,Preterite,estuvieron riendo
36481,reír,to laugh,Continuous (Progressive),ellos,Imperfect,estaban riendo
36482,reír,to laugh,Continuous (Progressive),ellas,Imperfect,estaban riendo
36483,reír,to laugh,Continuous (Progressive),Uds.,Imperfect,estaban riendo
36484,reír,to laugh,Continuous (Progressive),ellos,Conditional,estarían riendo
36485,reír,to laugh,Continuous (Progressive),ellas,Conditional,estarían riendo
36486,reír,to laugh,Continuous (Progressive),Uds.,Conditional,estarían riendo
36487,reír,to laugh,Continuous (Progressive),ellos,Future,estarán riendo
36488,reír,to laugh,Continuous (Progressive),ellas,Future,estarán riendo
36489,reír,to laugh,Continuous (Progressive),Uds.,Future,estarán riendo
36490,reír,to laugh,Perfect,yo,Present,he reído
36491,reír,to laugh,Perfect,yo,Preterite,hube reído
36492,reír,to laugh,Perfect,yo,Past,había reído
36493,reír,to laugh,Perfect,yo,Conditional,habría reído
36494,reír,to laugh,Perfect,yo,Future,habré reído
36495,reír,to laugh,Perfect,tú,Present,has reído
36496,reír,to laugh,Perfect,tú,Preterite,hubiste reído
36497,reír,to laugh,Perfect,tú,Past,habías reído
36498,reír,to laugh,Perfect,tú,Conditional,habrías reído
36499,reír,to laugh,Perfect,tú,Future,habrás reído
36500,reír,to laugh,Perfect,él,Present,ha reído
36501,reír,to laugh,Perfect,ella,Present,ha reído
36502,reír,to laugh,Perfect,Ud.,Present,ha reído
36503,reír,to laugh,Perfect,él,Preterite,hubo reído
36504,reír,to laugh,Perfect,ella,Preterite,hubo reído
36505,reír,to laugh,Perfect,Ud.,Preterite,hubo reído
36506,reír,to laugh,Perfect,él,Past,había reído
36507,reír,to laugh,Perfect,ella,Past,había reído
36508,reír,to laugh,Perfect,Ud.,Past,había reído
36509,reír,to laugh,Perfect,él,Conditional,habría reído
36510,reír,to laugh,Perfect,ella,Conditional,habría reído
36511,reír,to laugh,Perfect,Ud.,Conditional,habría reído
36512,reír,to laugh,Perfect,él,Future,habrá reído
36513,reír,to laugh,Perfect,ella,Future,habrá reído
36514,reír,to laugh,Perfect,Ud.,Future,habrá reído
36515,reír,to laugh,Perfect,nosotros,Present,hemos reído
36516,reír,to laugh,Perfect,nosotros,Preterite,hubimos reído
36517,reír,to laugh,Perfect,nosotros,Past,habíamos reído
36518,reír,to laugh,Perfect,nosotros,Conditional,habríamos reído
36519,reír,to laugh,Perfect,nosotros,Future,habremos reído
36520,reír,to laugh,Perfect,vosotros,Present,habéis reído
36521,reír,to laugh,Perfect,vosotros,Preterite,hubisteis reído
36522,reír,to laugh,Perfect,vosotros,Past,habíais reído
36523,reír,to laugh,Perfect,vosotros,Conditional,habríais reído
36524,reír,to laugh,Perfect,vosotros,Future,habréis reído
36525,reír,to laugh,Perfect,ellos,Present,han reído
36526,reír,to laugh,Perfect,ellas,Present,han reído
36527,reír,to laugh,Perfect,Uds.,Present,han reído
36528,reír,to laugh,Perfect,ellos,Preterite,hubieron reído
36529,reír,to laugh,Perfect,ellas,Preterite,hubieron reído
36530,reír,to laugh,Perfect,Uds.,Preterite,hubieron reído
36531,reír,to laugh,Perfect,ellos,Past,habían reído
36532,reír,to laugh,Perfect,ellas,Past,habían reído
36533,reír,to laugh,Perfect,Uds.,Past,habían reído
36534,reír,to laugh,Perfect,ellos,Conditional,habrían reído
36535,reír,to laugh,Perfect,ellas,Conditional,habrían reído
36536,reír,to laugh,Perfect,Uds.,Conditional,habrían reído
36537,reír,to laugh,Perfect,ellos,Future,habrán reído
36538,reír,to laugh,Perfect,ellas,Future,habrán reído
36539,reír,to laugh,Perfect,Uds.,Future,habrán reído
36540,reír,to laugh,Perfect Subjunctive,yo,Present,haya reído
36541,reír,to laugh,Perfect Subjunctive,yo,Past,hubiera reído
36542,reír,to laugh,Perfect Subjunctive,yo,Future,hubiere reído
36543,reír,to laugh,Perfect Subjunctive,tú,Present,hayas reído
36544,reír,to laugh,Perfect Subjunctive,tú,Past,hubieras reído
36545,reír,to laugh,Perfect Subjunctive,tú,Future,hubieres reído
36546,reír,to laugh,Perfect Subjunctive,él,Present,haya reído
36547,reír,to laugh,Perfect Subjunctive,ella,Present,haya reído
36548,reír,to laugh,Perfect Subjunctive,Ud.,Present,haya reído
36549,reír,to laugh,Perfect Subjunctive,él,Past,hubiera reído
36550,reír,to laugh,Perfect Subjunctive,ella,Past,hubiera reído
36551,reír,to laugh,Perfect Subjunctive,Ud.,Past,hubiera reído
36552,reír,to laugh,Perfect Subjunctive,él,Future,hubiere reído
36553,reír,to laugh,Perfect Subjunctive,ella,Future,hubiere reído
36554,reír,to laugh,Perfect Subjunctive,Ud.,Future,hubiere reído
36555,reír,to laugh,Perfect Subjunctive,nosotros,Present,hayamos reído
36556,reír,to laugh,Perfect Subjunctive,nosotros,Past,hubiéramos reído
36557,reír,to laugh,Perfect Subjunctive,nosotros,Future,hubiéremos reído
36558,reír,to laugh,Perfect Subjunctive,vosotros,Present,hayáis reído
36559,reír,to laugh,Perfect Subjunctive,vosotros,Past,hubierais reído
36560,reír,to laugh,Perfect Subjunctive,vosotros,Future,hubiereis reído
36561,reír,to laugh,Perfect Subjunctive,ellos,Present,hayan reído
36562,reír,to laugh,Perfect Subjunctive,ellas,Present,hayan reído
36563,reír,to laugh,Perfect Subjunctive,Uds.,Present,hayan reído
36564,reír,to laugh,Perfect Subjunctive,ellos,Past,hubieran reído
36565,reír,to laugh,Perfect Subjunctive,ellas,Past,hubieran reído
36566,reír,to laugh,Perfect Subjunctive,Uds.,Past,hubieran reído
36567,reír,to laugh,Perfect Subjunctive,ellos,Future,hubieren reído
36568,reír,to laugh,Perfect Subjunctive,ellas,Future,hubieren reído
36569,reír,to laugh,Perfect Subjunctive,Uds.,Future,hubieren reído
36570,repetir,"to do again, to repeat",Indicative,yo,Present,repito
36571,repetir,"to do again, to repeat",Indicative,yo,Preterite,repetí
36572,repetir,"to do again, to repeat",Indicative,yo,Imperfect,repetía
36573,repetir,"to do again, to repeat",Indicative,yo,Conditional,repetiría
36574,repetir,"to do again, to repeat",Indicative,yo,Future,repetiré
36575,repetir,"to do again, to repeat",Indicative,tú,Present,repites
36576,repetir,"to do again, to repeat",Indicative,tú,Preterite,repetiste
36577,repetir,"to do again, to repeat",Indicative,tú,Imperfect,repetías
36578,repetir,"to do again, to repeat",Indicative,tú,Conditional,repetirías
36579,repetir,"to do again, to repeat",Indicative,tú,Future,repetirás
36580,repetir,"to do again, to repeat",Indicative,él,Present,repite
36581,repetir,"to do again, to repeat",Indicative,ella,Present,repite
36582,repetir,"to do again, to repeat",Indicative,Ud.,Present,repite
36583,repetir,"to do again, to repeat",Indicative,él,Preterite,repitió
36584,repetir,"to do again, to repeat",Indicative,ella,Preterite,repitió
36585,repetir,"to do again, to repeat",Indicative,Ud.,Preterite,repitió
36586,repetir,"to do again, to repeat",Indicative,él,Imperfect,repetía
36587,repetir,"to do again, to repeat",Indicative,ella,Imperfect,repetía
36588,repetir,"to do again, to repeat",Indicative,Ud.,Imperfect,repetía
36589,repetir,"to do again, to repeat",Indicative,él,Conditional,repetiría
36590,repetir,"to do again, to repeat",Indicative,ella,Conditional,repetiría
36591,repetir,"to do again, to repeat",Indicative,Ud.,Conditional,repetiría
36592,repetir,"to do again, to repeat",Indicative,él,Future,repetirá
36593,repetir,"to do again, to repeat",Indicative,ella,Future,repetirá
36594,repetir,"to do again, to repeat",Indicative,Ud.,Future,repetirá
36595,repetir,"to do again, to repeat",Indicative,nosotros,Present,repetimos
36596,repetir,"to do again, to repeat",Indicative,nosotros,Preterite,repetimos
36597,repetir,"to do again, to repeat",Indicative,nosotros,Imperfect,repetíamos
36598,repetir,"to do again, to repeat",Indicative,nosotros,Conditional,repetiríamos
36599,repetir,"to do again, to repeat",Indicative,nosotros,Future,repetiremos
36600,repetir,"to do again, to repeat",Indicative,vosotros,Present,repetís
36601,repetir,"to do again, to repeat",Indicative,vosotros,Preterite,repetisteis
36602,repetir,"to do again, to repeat",Indicative,vosotros,Imperfect,repetíais
36603,repetir,"to do again, to repeat",Indicative,vosotros,Conditional,repetiríais
36604,repetir,"to do again, to repeat",Indicative,vosotros,Future,repetiréis
36605,repetir,"to do again, to repeat",Indicative,ellos,Present,repiten
36606,repetir,"to do again, to repeat",Indicative,ellas,Present,repiten
36607,repetir,"to do again, to repeat",Indicative,Uds.,Present,repiten
36608,repetir,"to do again, to repeat",Indicative,ellos,Preterite,repitieron
36609,repetir,"to do again, to repeat",Indicative,ellas,Preterite,repitieron
36610,repetir,"to do again, to repeat",Indicative,Uds.,Preterite,repitieron
36611,repetir,"to do again, to repeat",Indicative,ellos,Imperfect,repetían
36612,repetir,"to do again, to repeat",Indicative,ellas,Imperfect,repetían
36613,repetir,"to do again, to repeat",Indicative,Uds.,Imperfect,repetían
36614,repetir,"to do again, to repeat",Indicative,ellos,Conditional,repetirían
36615,repetir,"to do again, to repeat",Indicative,ellas,Conditional,repetirían
36616,repetir,"to do again, to repeat",Indicative,Uds.,Conditional,repetirían
36617,repetir,"to do again, to repeat",Indicative,ellos,Future,repetirán
36618,repetir,"to do again, to repeat",Indicative,ellas,Future,repetirán
36619,repetir,"to do again, to repeat",Indicative,Uds.,Future,repetirán
36620,repetir,"to do again, to repeat",Subjunctive,yo,Present,repita
36621,repetir,"to do again, to repeat",Subjunctive,yo,Imperfect,repitiera
36622,repetir,"to do again, to repeat",Subjunctive,yo,Imperfect 2,repitiese
36623,repetir,"to do again, to repeat",Subjunctive,yo,Future,repitiere
36624,repetir,"to do again, to repeat",Subjunctive,tú,Present,repitas
36625,repetir,"to do again, to repeat",Subjunctive,tú,Imperfect,repitieras
36626,repetir,"to do again, to repeat",Subjunctive,tú,Imperfect 2,repitieses
36627,repetir,"to do again, to repeat",Subjunctive,tú,Future,repitieres
36628,repetir,"to do again, to repeat",Subjunctive,él,Present,repita
36629,repetir,"to do again, to repeat",Subjunctive,ella,Present,repita
36630,repetir,"to do again, to repeat",Subjunctive,Ud.,Present,repita
